goal_id,tournament_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
G-0967,WC-1978,M-1978-08,T-64,P-22480,14',14,0,first half,0,0
G-0968,WC-1978,M-1978-08,T-56,P-23639,43',43,0,first half,0,0
G-0969,WC-1978,M-1978-08,T-56,P-96979,71',71,0,second half,0,0
G-0970,WC-1978,M-1978-08,T-56,P-96979,77',77,0,second half,0,0
G-0971,WC-1978,M-1978-09,T-41,P-91717,34',34,0,first half,0,0
G-0972,WC-1978,M-1978-09,T-41,P-57787,35',35,0,first half,0,0
G-0973,WC-1978,M-1978-09,T-41,P-12030,61',61,0,second half,0,0
G-0974,WC-1978,M-1978-09,T-36,P-05262,81',81,0,second half,0,1
G-0975,WC-1978,M-1978-10,T-57,P-21597,43',43,0,first half,0,0
G-0976,WC-1978,M-1978-11,T-86,P-34993,15',15,0,first half,0,0
G-0977,WC-1978,M-1978-11,T-86,P-95747,30',30,0,first half,0,0
G-0978,WC-1978,M-1978-11,T-86,P-59574,38',38,0,first half,0,0
G-0979,WC-1978,M-1978-11,T-86,P-15681,44',44,0,first half,0,0
G-0980,WC-1978,M-1978-11,T-86,P-59574,73',73,0,second half,0,0
G-0981,WC-1978,M-1978-11,T-86,P-15681,89',89,0,second half,0,0
G-0982,WC-1978,M-1978-12,T-03,P-80376,45',45,0,first half,0,1
G-0983,WC-1978,M-1978-12,T-30,P-08939,60',60,0,second half,0,0
G-0984,WC-1978,M-1978-12,T-03,P-26640,73',73,0,second half,0,0
G-0985,WC-1978,M-1978-13,T-05,P-52271,42',42,0,first half,0,1
G-0986,WC-1978,M-1978-16,T-64,P-61698,43',43,0,first half,1,0
G-0987,WC-1978,M-1978-16,T-38,P-76170,60',60,0,second half,0,0
G-0988,WC-1978,M-1978-17,T-30,P-90883,23',23,0,first half,0,0
G-0989,WC-1978,M-1978-17,T-30,P-27315,38',38,0,first half,0,0
G-0990,WC-1978,M-1978-17,T-36,P-12183,41',41,0,first half,0,0
G-0991,WC-1978,M-1978-17,T-30,P-99991,42',42,0,first half,0,0
G-0992,WC-1978,M-1978-18,T-57,P-03652,43',43,0,first half,0,0
G-0993,WC-1978,M-1978-18,T-46,P-64532,52',52,0,second half,0,0
G-0994,WC-1978,M-1978-18,T-57,P-29548,56',56,0,second half,0,0
G-0995,WC-1978,M-1978-18,T-57,P-03652,84',84,0,second half,0,0
G-0996,WC-1978,M-1978-20,T-41,P-57787,67',67,0,second half,0,0
G-0997,WC-1978,M-1978-21,T-09,P-86942,40',40,0,first half,0,0
G-0998,WC-1978,M-1978-22,T-73,P-57837,75',75,0,second half,0,0
G-0999,WC-1978,M-1978-23,T-56,P-72529,2',2,0,first half,0,0
G-1000,WC-1978,M-1978-23,T-56,P-96979,36',36,0,first half,0,1
G-1001,WC-1978,M-1978-23,T-56,P-96979,39',39,0,first half,0,1
G-1002,WC-1978,M-1978-23,T-38,P-36867,41',41,0,first half,0,0
G-1003,WC-1978,M-1978-23,T-56,P-96979,79',79,0,second half,0,0
G-1004,WC-1978,M-1978-24,T-48,P-63266,34',34,0,first half,0,1
G-1005,WC-1978,M-1978-24,T-64,P-68584,45',45,0,first half,0,0
G-1006,WC-1978,M-1978-24,T-64,P-16479,46',46,0,second half,0,1
G-1007,WC-1978,M-1978-24,T-64,P-16479,68',68,0,second half,0,0
G-1008,WC-1978,M-1978-24,T-48,P-89554,71',71,0,second half,0,0
G-1009,WC-1978,M-1978-25,T-48,P-82670,6',6,0,first half,0,0
G-1010,WC-1978,M-1978-25,T-48,P-63266,35',35,0,first half,0,1
G-1011,WC-1978,M-1978-25,T-48,P-89554,36',36,0,first half,0,0
G-1012,WC-1978,M-1978-25,T-48,P-89554,53',53,0,second half,0,0
G-1013,WC-1978,M-1978-25,T-05,P-61365,80',80,0,second half,0,0
G-1014,WC-1978,M-1978-25,T-48,P-48712,82',82,0,second half,0,0
G-1015,WC-1978,M-1978-27,T-09,P-89519,15',15,0,first half,0,0
G-1016,WC-1978,M-1978-27,T-09,P-89519,27',27,0,first half,0,0
G-1017,WC-1978,M-1978-27,T-09,P-37483,72',72,0,second half,0,1
G-1018,WC-1978,M-1978-28,T-03,P-35082,16',16,0,first half,0,0
G-1019,WC-1978,M-1978-28,T-03,P-35082,71',71,0,second half,0,0
G-1020,WC-1978,M-1978-29,T-57,P-92867,65',65,0,second half,0,0
G-1021,WC-1978,M-1978-30,T-41,P-91717,13',13,0,first half,0,0
G-1022,WC-1978,M-1978-31,T-86,P-64134,3',3,0,first half,0,0
G-1023,WC-1978,M-1978-31,T-48,P-01582,27',27,0,first half,0,0
G-1024,WC-1978,M-1978-31,T-86,P-34993,70',70,0,second half,0,0
G-1025,WC-1978,M-1978-31,T-48,P-25337,82',82,0,second half,0,0
G-1026,WC-1978,M-1978-33,T-86,P-59574,19',19,0,first half,0,0
G-1027,WC-1978,M-1978-33,T-05,P-69695,59',59,0,second half,1,0
G-1028,WC-1978,M-1978-33,T-05,P-52271,66',66,0,second half,0,0
G-1029,WC-1978,M-1978-33,T-86,P-35602,68',68,0,second half,0,0
G-1030,WC-1978,M-1978-33,T-05,P-52271,87',87,0,second half,0,0
G-1031,WC-1978,M-1978-34,T-41,P-82670,19',19,0,first half,1,0
G-1032,WC-1978,M-1978-34,T-48,P-82670,49',49,0,second half,0,0
G-1033,WC-1978,M-1978-34,T-48,P-01582,76',76,0,second half,0,0
G-1034,WC-1978,M-1978-35,T-09,P-48382,13',13,0,first half,0,0
G-1035,WC-1978,M-1978-35,T-57,P-21597,45',45,0,first half,0,0
G-1036,WC-1978,M-1978-35,T-09,P-86942,58',58,0,second half,0,0
G-1037,WC-1978,M-1978-35,T-09,P-86942,63',63,0,second half,0,0
G-1038,WC-1978,M-1978-36,T-03,P-35082,21',21,0,first half,0,0
G-1039,WC-1978,M-1978-36,T-03,P-54098,43',43,0,first half,0,0
G-1040,WC-1978,M-1978-36,T-03,P-35082,49',49,0,second half,0,0
G-1041,WC-1978,M-1978-36,T-03,P-26640,50',50,0,second half,0,0
G-1042,WC-1978,M-1978-36,T-03,P-04739,67',67,0,second half,0,0
G-1043,WC-1978,M-1978-36,T-03,P-26640,72',72,0,second half,0,0
G-1044,WC-1978,M-1978-37,T-41,P-44349,38',38,0,first half,0,0
G-1045,WC-1978,M-1978-37,T-09,P-48382,64',64,0,second half,0,0
G-1046,WC-1978,M-1978-37,T-09,P-89519,71',71,0,second half,0,0
G-1047,WC-1978,M-1978-38,T-03,P-35082,38',38,0,first half,0,0
G-1048,WC-1978,M-1978-38,T-48,P-48111,82',82,0,second half,0,0
G-1049,WC-1978,M-1978-38,T-03,P-35082,105',105,0,"extra time, first half",0,0
G-1050,WC-1978,M-1978-38,T-03,P-61157,115',115,0,"extra time, second half",0,0
G-1051,WC-1982,M-1982-01,T-06,P-06736,62',62,0,second half,0,0
G-1052,WC-1982,M-1982-03,T-72,P-27460,34',34,0,first half,0,0
G-1053,WC-1982,M-1982-03,T-09,P-78605,75',75,0,second half,0,0
G-1054,WC-1982,M-1982-03,T-09,P-39132,88',88,0,second half,0,0
G-1055,WC-1982,M-1982-05,T-36,P-34326,4',4,0,first half,0,0
G-1056,WC-1982,M-1982-05,T-36,P-60461,11',11,0,first half,0,0
G-1057,WC-1982,M-1982-05,T-36,P-99185,23',23,0,first half,0,0
G-1058,WC-1982,M-1982-05,T-36,P-42012,50',50,0,second half,0,0
G-1059,WC-1982,M-1982-05,T-36,P-99185,54',54,0,second half,0,0
G-1060,WC-1982,M-1982-05,T-27,P-41807,64',64,0,second half,0,0
G-1061,WC-1982,M-1982-05,T-36,P-53791,69',69,0,second half,0,0
G-1062,WC-1982,M-1982-05,T-36,P-34354,70',70,0,second half,0,0
G-1063,WC-1982,M-1982-05,T-36,P-53791,72',72,0,second half,0,0
G-1064,WC-1982,M-1982-05,T-36,P-53791,76',76,0,second half,0,0
G-1065,WC-1982,M-1982-05,T-36,P-34326,83',83,0,second half,0,0
G-1066,WC-1982,M-1982-06,T-64,P-68584,18',18,0,first half,0,0
G-1067,WC-1982,M-1982-06,T-64,P-11027,29',29,0,first half,0,0
G-1068,WC-1982,M-1982-06,T-64,P-11027,32',32,0,first half,0,0
G-1069,WC-1982,M-1982-06,T-49,P-23450,54',54,0,second half,0,0
G-1070,WC-1982,M-1982-06,T-49,P-50194,64',64,0,second half,0,0
G-1071,WC-1982,M-1982-06,T-64,P-96391,73',73,0,second half,0,0
G-1072,WC-1982,M-1982-06,T-64,P-56094,79',79,0,second half,0,0
G-1073,WC-1982,M-1982-07,T-01,P-45774,54',54,0,second half,0,0
G-1074,WC-1982,M-1982-07,T-86,P-59574,67',67,0,second half,0,0
G-1075,WC-1982,M-1982-07,T-01,P-59774,68',68,0,second half,0,0
G-1076,WC-1982,M-1982-08,T-28,P-02675,1',1,0,first half,0,0
G-1077,WC-1982,M-1982-08,T-30,P-06095,24',24,0,first half,0,0
G-1078,WC-1982,M-1982-08,T-28,P-02675,67',67,0,second half,0,0
G-1079,WC-1982,M-1982-08,T-28,P-83210,83',83,0,second half,0,0
G-1080,WC-1982,M-1982-09,T-35,P-10770,8',8,0,first half,0,0
G-1081,WC-1982,M-1982-09,T-73,P-65283,65',65,0,second half,0,1
G-1082,WC-1982,M-1982-10,T-05,P-99989,22',22,0,first half,0,0
G-1083,WC-1982,M-1982-11,T-21,P-19209,21',21,0,first half,0,1
G-1084,WC-1982,M-1982-11,T-45,P-33410,57',57,0,second half,0,0
G-1085,WC-1982,M-1982-13,T-41,P-66365,18',18,0,first half,0,0
G-1086,WC-1982,M-1982-13,T-56,P-93346,83',83,0,second half,0,0
G-1087,WC-1982,M-1982-14,T-03,P-61157,26',26,0,first half,0,0
G-1088,WC-1982,M-1982-14,T-03,P-80404,28',28,0,first half,0,0
G-1089,WC-1982,M-1982-14,T-03,P-80404,57',57,0,second half,0,0
G-1090,WC-1982,M-1982-14,T-03,P-66254,60',60,0,second half,0,0
G-1091,WC-1982,M-1982-14,T-36,P-60461,76',76,0,second half,0,0
G-1092,WC-1982,M-1982-15,T-64,P-12472,18',18,0,first half,0,0
G-1093,WC-1982,M-1982-15,T-09,P-37483,33',33,0,first half,0,0
G-1094,WC-1982,M-1982-15,T-09,P-69644,48',48,0,second half,0,0
G-1095,WC-1982,M-1982-15,T-09,P-39132,63',63,0,second half,0,0
G-1096,WC-1982,M-1982-15,T-09,P-35736,87',87,0,second half,0,0
G-1097,WC-1982,M-1982-17,T-06,P-94036,19',19,0,first half,0,0
G-1098,WC-1982,M-1982-18,T-72,P-18718,24',24,0,first half,0,0
G-1099,WC-1982,M-1982-18,T-72,P-03282,48',48,0,second half,0,0
G-1100,WC-1982,M-1982-18,T-72,P-47456,68',68,0,second half,0,0
G-1101,WC-1982,M-1982-19,T-86,P-59574,9',9,0,first half,0,0
G-1102,WC-1982,M-1982-19,T-86,P-59574,57',57,0,second half,0,0
G-1103,WC-1982,M-1982-19,T-86,P-59574,66',66,0,second half,0,0
G-1104,WC-1982,M-1982-19,T-86,P-40743,81',81,0,second half,0,0
G-1105,WC-1982,M-1982-19,T-13,P-56491,90',90,0,second half,0,0
G-1106,WC-1982,M-1982-20,T-28,P-65224,62',62,0,second half,0,0
G-1107,WC-1982,M-1982-20,T-28,P-55121,66',66,0,second half,1,0
G-1108,WC-1982,M-1982-21,T-87,P-96969,10',10,0,first half,0,0
G-1109,WC-1982,M-1982-21,T-73,P-03571,14',14,0,first half,0,1
G-1110,WC-1982,M-1982-21,T-73,P-24553,66',66,0,second half,0,0
G-1111,WC-1982,M-1982-22,T-05,P-99989,55',55,0,second half,0,0
G-1112,WC-1982,M-1982-22,T-05,P-52271,67',67,0,second half,0,0
G-1113,WC-1982,M-1982-23,T-30,P-05511,31',31,0,first half,0,0
G-1114,WC-1982,M-1982-23,T-30,P-08939,43',43,0,first half,0,0
G-1115,WC-1982,M-1982-23,T-30,P-74565,48',48,0,second half,0,0
G-1116,WC-1982,M-1982-23,T-45,P-49203,75',75,0,second half,0,0
G-1117,WC-1982,M-1982-23,T-30,P-03719,89',89,0,second half,0,0
G-1118,WC-1982,M-1982-24,T-52,P-96985,10',10,0,first half,0,0
G-1119,WC-1982,M-1982-24,T-35,P-17413,60',60,0,second half,0,0
G-1120,WC-1982,M-1982-25,T-57,P-57931,55',55,0,second half,0,0
G-1121,WC-1982,M-1982-25,T-57,P-21597,58',58,0,second half,0,0
G-1122,WC-1982,M-1982-25,T-57,P-03652,61',61,0,second half,0,0
G-1123,WC-1982,M-1982-25,T-57,P-40684,68',68,0,second half,0,0
G-1124,WC-1982,M-1982-25,T-57,P-91411,76',76,0,second half,0,0
G-1125,WC-1982,M-1982-25,T-56,P-42136,83',83,0,second half,0,0
G-1126,WC-1982,M-1982-26,T-36,P-51494,27',27,0,first half,0,0
G-1127,WC-1982,M-1982-26,T-06,P-88070,76',76,0,second half,0,0
G-1128,WC-1982,M-1982-27,T-64,P-22480,15',15,0,first half,0,0
G-1129,WC-1982,M-1982-27,T-72,P-66593,59',59,0,second half,0,0
G-1130,WC-1982,M-1982-27,T-72,P-93680,84',84,0,second half,0,0
G-1131,WC-1982,M-1982-27,T-64,P-91562,86',86,0,second half,0,0
G-1132,WC-1982,M-1982-28,T-41,P-16875,60',60,0,second half,0,0
G-1133,WC-1982,M-1982-28,T-11,P-32771,61',61,0,second half,0,0
G-1134,WC-1982,M-1982-29,T-03,P-80376,22',22,0,first half,0,1
G-1135,WC-1982,M-1982-29,T-03,P-61157,54',54,0,second half,0,0
G-1136,WC-1982,M-1982-30,T-09,P-37483,28',28,0,first half,0,0
G-1137,WC-1982,M-1982-30,T-09,P-37483,31',31,0,first half,0,0
G-1138,WC-1982,M-1982-30,T-09,P-35736,64',64,0,second half,0,0
G-1139,WC-1982,M-1982-30,T-09,P-20664,70',70,0,second half,0,0
G-1140,WC-1982,M-1982-31,T-01,P-40338,7',7,0,first half,0,0
G-1141,WC-1982,M-1982-31,T-01,P-40338,31',31,0,first half,0,0
G-1142,WC-1982,M-1982-31,T-01,P-68346,35',35,0,first half,0,0
G-1143,WC-1982,M-1982-31,T-13,P-71032,59',59,0,second half,0,1
G-1144,WC-1982,M-1982-31,T-13,P-43905,73',73,0,second half,0,0
G-1145,WC-1982,M-1982-32,T-30,P-74565,66',66,0,second half,0,0
G-1146,WC-1982,M-1982-32,T-21,P-19209,84',84,0,second half,0,1
G-1147,WC-1982,M-1982-33,T-87,P-43672,88',88,0,second half,0,1
G-1148,WC-1982,M-1982-34,T-86,P-89949,10',10,0,first half,0,0
G-1149,WC-1982,M-1982-35,T-28,P-65224,27',27,0,first half,0,0
G-1150,WC-1982,M-1982-36,T-52,P-96985,47',47,0,second half,0,0
G-1151,WC-1982,M-1982-37,T-30,P-05511,39',39,0,first half,0,0
G-1152,WC-1982,M-1982-38,T-57,P-03652,4',4,0,first half,0,0
G-1153,WC-1982,M-1982-38,T-57,P-03652,26',26,0,first half,0,0
G-1154,WC-1982,M-1982-38,T-57,P-03652,53',53,0,second half,0,0
G-1155,WC-1982,M-1982-39,T-41,P-93788,57',57,0,second half,0,0
G-1156,WC-1982,M-1982-39,T-41,P-03775,67',67,0,second half,0,0
G-1157,WC-1982,M-1982-39,T-03,P-80376,83',83,0,second half,0,0
G-1158,WC-1982,M-1982-41,T-52,P-76882,27',27,0,first half,0,0
G-1159,WC-1982,M-1982-41,T-05,P-92720,50',50,0,second half,0,0
G-1160,WC-1982,M-1982-41,T-05,P-43037,68',68,0,second half,0,0
G-1161,WC-1982,M-1982-41,T-52,P-76882,75',75,0,second half,0,0
G-1162,WC-1982,M-1982-42,T-72,P-13514,48',48,0,second half,0,0
G-1163,WC-1982,M-1982-43,T-09,P-37483,11',11,0,first half,0,0
G-1164,WC-1982,M-1982-43,T-09,P-20664,66',66,0,second half,0,0
G-1165,WC-1982,M-1982-43,T-09,P-83096,75',75,0,second half,0,0
G-1166,WC-1982,M-1982-43,T-03,P-78111,89',89,0,second half,0,0
G-1167,WC-1982,M-1982-44,T-86,P-89975,50',50,0,second half,0,0
G-1168,WC-1982,M-1982-44,T-86,P-52461,75',75,0,second half,0,0
G-1169,WC-1982,M-1982-44,T-73,P-92317,82',82,0,second half,0,0
G-1170,WC-1982,M-1982-45,T-30,P-79617,33',33,0,first half,0,0
G-1171,WC-1982,M-1982-45,T-30,P-99991,46',46,0,second half,0,0
G-1172,WC-1982,M-1982-45,T-30,P-99991,68',68,0,second half,0,0
G-1173,WC-1982,M-1982-45,T-52,P-96985,75',75,0,second half,0,0
G-1174,WC-1982,M-1982-45,T-30,P-79617,80',80,0,second half,0,0
G-1175,WC-1982,M-1982-47,T-41,P-91717,5',5,0,first half,0,0
G-1176,WC-1982,M-1982-47,T-09,P-78605,12',12,0,first half,0,0
G-1177,WC-1982,M-1982-47,T-41,P-91717,25',25,0,first half,0,0
G-1178,WC-1982,M-1982-47,T-09,P-35736,68',68,0,second half,0,0
G-1179,WC-1982,M-1982-47,T-41,P-91717,74',74,0,second half,0,0
G-1180,WC-1982,M-1982-49,T-41,P-91717,22',22,0,first half,0,0
G-1181,WC-1982,M-1982-49,T-41,P-91717,73',73,0,second half,0,0
G-1182,WC-1982,M-1982-50,T-86,P-89975,17',17,0,first half,0,0
G-1183,WC-1982,M-1982-50,T-30,P-08939,26',26,0,first half,0,1
G-1184,WC-1982,M-1982-50,T-30,P-54040,92',92,0,"extra time, first half",0,0
G-1185,WC-1982,M-1982-50,T-30,P-79617,98',98,0,"extra time, first half",0,0
G-1186,WC-1982,M-1982-50,T-86,P-59574,102',102,0,"extra time, first half",0,0
G-1187,WC-1982,M-1982-50,T-86,P-52461,108',108,0,"extra time, second half",0,0
G-1188,WC-1982,M-1982-51,T-30,P-32542,13',13,0,first half,0,0
G-1189,WC-1982,M-1982-51,T-57,P-92867,40',40,0,first half,0,0
G-1190,WC-1982,M-1982-51,T-57,P-01165,44',44,0,first half,0,0
G-1191,WC-1982,M-1982-51,T-57,P-15890,46',46,0,second half,0,0
G-1192,WC-1982,M-1982-51,T-30,P-13150,72',72,0,second half,0,0
G-1193,WC-1982,M-1982-52,T-41,P-91717,57',57,0,second half,0,0
G-1194,WC-1982,M-1982-52,T-41,P-93788,69',69,0,second half,0,0
G-1195,WC-1982,M-1982-52,T-41,P-46574,81',81,0,second half,0,0
G-1196,WC-1982,M-1982-52,T-86,P-48686,83',83,0,second half,0,0
G-1197,WC-1986,M-1986-01,T-41,P-46574,44',44,0,first half,0,0
G-1198,WC-1986,M-1986-01,T-10,P-05061,85',85,0,second half,0,0
G-1199,WC-1986,M-1986-02,T-09,P-78605,62',62,0,second half,0,0
G-1200,WC-1986,M-1986-03,T-30,P-31235,79',79,0,second half,0,0
G-1201,WC-1986,M-1986-04,T-03,P-02464,6',6,0,first half,0,0
G-1202,WC-1986,M-1986-04,T-03,P-79080,18',18,0,first half,0,0
G-1203,WC-1986,M-1986-04,T-03,P-02464,46',46,0,second half,0,0
G-1204,WC-1986,M-1986-04,T-71,P-99813,73',73,0,second half,0,0
G-1205,WC-1986,M-1986-05,T-72,P-33328,2',2,0,first half,0,0
G-1206,WC-1986,M-1986-05,T-72,P-86677,4',4,0,first half,0,0
G-1207,WC-1986,M-1986-05,T-72,P-10855,24',24,0,first half,0,1
G-1208,WC-1986,M-1986-05,T-72,P-34497,66',66,0,second half,0,0
G-1209,WC-1986,M-1986-05,T-72,P-52793,73',73,0,second half,1,0
G-1210,WC-1986,M-1986-05,T-72,P-05562,80',80,0,second half,0,0
G-1211,WC-1986,M-1986-07,T-46,P-28996,23',23,0,first half,0,0
G-1212,WC-1986,M-1986-07,T-46,P-26316,39',39,0,first half,0,0
G-1213,WC-1986,M-1986-07,T-06,P-06736,45',45,0,first half,0,0
G-1214,WC-1986,M-1986-08,T-52,P-62599,6',6,0,first half,0,0
G-1215,WC-1986,M-1986-08,T-01,P-42885,59',59,0,second half,0,0
G-1216,WC-1986,M-1986-09,T-58,P-81444,75',75,0,second half,0,0
G-1217,WC-1986,M-1986-10,T-55,P-73704,35',35,0,first half,0,0
G-1218,WC-1986,M-1986-11,T-84,P-68463,4',4,0,first half,0,0
G-1219,WC-1986,M-1986-11,T-86,P-95392,84',84,0,second half,0,0
G-1220,WC-1986,M-1986-12,T-22,P-36502,57',57,0,second half,0,0
G-1221,WC-1986,M-1986-13,T-41,P-46574,6',6,0,first half,0,1
G-1222,WC-1986,M-1986-13,T-03,P-80404,34',34,0,first half,0,0
G-1223,WC-1986,M-1986-14,T-72,P-16126,53',53,0,second half,0,0
G-1224,WC-1986,M-1986-14,T-30,P-00643,62',62,0,second half,0,0
G-1225,WC-1986,M-1986-15,T-10,P-76141,11',11,0,first half,0,0
G-1226,WC-1986,M-1986-15,T-71,P-19309,70',70,0,second half,0,0
G-1227,WC-1986,M-1986-16,T-36,P-06745,2',2,0,first half,0,0
G-1228,WC-1986,M-1986-16,T-36,P-88653,75',75,0,second half,0,0
G-1229,WC-1986,M-1986-17,T-09,P-90635,66',66,0,second half,0,0
G-1230,WC-1986,M-1986-19,T-46,P-85837,3',3,0,first half,0,0
G-1231,WC-1986,M-1986-19,T-55,P-73704,85',85,0,second half,0,0
G-1232,WC-1986,M-1986-20,T-73,P-12940,1',1,0,first half,0,0
G-1233,WC-1986,M-1986-20,T-73,P-18314,18',18,0,first half,0,0
G-1234,WC-1986,M-1986-20,T-52,P-74529,46',46,0,second half,0,0
G-1235,WC-1986,M-1986-21,T-57,P-57931,68',68,0,second half,0,0
G-1236,WC-1986,M-1986-22,T-06,P-97414,16',16,0,first half,0,0
G-1237,WC-1986,M-1986-22,T-06,P-47038,21',21,0,first half,0,1
G-1238,WC-1986,M-1986-22,T-39,P-37600,59',59,0,second half,0,0
G-1239,WC-1986,M-1986-23,T-64,P-46604,18',18,0,first half,0,0
G-1240,WC-1986,M-1986-23,T-86,P-04572,23',23,0,first half,0,0
G-1241,WC-1986,M-1986-23,T-86,P-95392,49',49,0,second half,0,0
G-1242,WC-1986,M-1986-24,T-22,P-36502,11',11,0,first half,0,0
G-1243,WC-1986,M-1986-24,T-22,P-92595,41',41,0,first half,0,0
G-1244,WC-1986,M-1986-24,T-84,P-36582,45',45,0,first half,0,1
G-1245,WC-1986,M-1986-24,T-22,P-56788,52',52,0,second half,0,0
G-1246,WC-1986,M-1986-24,T-22,P-36502,67',67,0,second half,0,0
G-1247,WC-1986,M-1986-24,T-22,P-36502,80',80,0,second half,0,0
G-1248,WC-1986,M-1986-24,T-22,P-21213,88',88,0,second half,0,0
G-1249,WC-1986,M-1986-25,T-30,P-22982,29',29,0,first half,0,0
G-1250,WC-1986,M-1986-25,T-30,P-76592,62',62,0,second half,0,0
G-1251,WC-1986,M-1986-25,T-30,P-99991,84',84,0,second half,0,0
G-1252,WC-1986,M-1986-26,T-72,P-03282,58',58,0,second half,0,0
G-1253,WC-1986,M-1986-26,T-72,P-27906,74',74,0,second half,0,0
G-1254,WC-1986,M-1986-27,T-03,P-02464,4',4,0,first half,0,0
G-1255,WC-1986,M-1986-27,T-03,P-95267,77',77,0,second half,0,0
G-1256,WC-1986,M-1986-28,T-41,P-46574,17',17,0,first half,0,0
G-1257,WC-1986,M-1986-28,T-71,P-51349,62',62,0,second half,0,0
G-1258,WC-1986,M-1986-28,T-41,P-46574,73',73,0,second half,0,0
G-1259,WC-1986,M-1986-28,T-41,P-45849,82',82,0,second half,1,0
G-1260,WC-1986,M-1986-28,T-71,P-64475,83',83,0,second half,0,0
G-1261,WC-1986,M-1986-29,T-46,P-28996,54',54,0,second half,0,0
G-1262,WC-1986,M-1986-30,T-06,P-26401,30',30,0,first half,0,0
G-1263,WC-1986,M-1986-30,T-55,P-29440,50',50,0,second half,0,0
G-1264,WC-1986,M-1986-30,T-06,P-24703,59',59,0,second half,0,0
G-1265,WC-1986,M-1986-30,T-55,P-29440,76',76,0,second half,0,0
G-1266,WC-1986,M-1986-31,T-28,P-36651,9',9,0,first half,0,0
G-1267,WC-1986,M-1986-31,T-28,P-36651,14',14,0,first half,0,0
G-1268,WC-1986,M-1986-31,T-28,P-36651,34',34,0,first half,0,0
G-1269,WC-1986,M-1986-32,T-47,P-21024,19',19,0,first half,0,0
G-1270,WC-1986,M-1986-32,T-47,P-21024,26',26,0,first half,0,0
G-1271,WC-1986,M-1986-32,T-47,P-32922,62',62,0,second half,0,0
G-1272,WC-1986,M-1986-32,T-58,P-88661,80',80,0,second half,0,0
G-1273,WC-1986,M-1986-33,T-73,P-14296,15',15,0,first half,0,0
G-1274,WC-1986,M-1986-33,T-73,P-14296,68',68,0,second half,0,0
G-1275,WC-1986,M-1986-33,T-73,P-74307,70',70,0,second half,0,0
G-1276,WC-1986,M-1986-34,T-09,P-90635,15',15,0,first half,0,0
G-1277,WC-1986,M-1986-34,T-09,P-79755,42',42,0,first half,0,0
G-1278,WC-1986,M-1986-34,T-09,P-90635,87',87,0,second half,0,0
G-1279,WC-1986,M-1986-35,T-22,P-21213,43',43,0,first half,0,1
G-1280,WC-1986,M-1986-35,T-22,P-92292,62',62,0,second half,0,0
G-1281,WC-1986,M-1986-37,T-46,P-66199,34',34,0,first half,0,0
G-1282,WC-1986,M-1986-37,T-46,P-89412,61',61,0,second half,0,0
G-1283,WC-1986,M-1986-38,T-72,P-10855,27',27,0,first half,0,0
G-1284,WC-1986,M-1986-38,T-06,P-97414,56',56,0,second half,0,0
G-1285,WC-1986,M-1986-38,T-72,P-10855,70',70,0,second half,0,0
G-1286,WC-1986,M-1986-38,T-06,P-25456,77',77,0,second half,0,0
G-1287,WC-1986,M-1986-38,T-06,P-95299,102',102,0,"extra time, first half",0,0
G-1288,WC-1986,M-1986-38,T-06,P-47038,110',110,0,"extra time, second half",0,0
G-1289,WC-1986,M-1986-38,T-72,P-10855,111',111,0,"extra time, second half",0,1
G-1290,WC-1986,M-1986-39,T-09,P-78605,30',30,0,first half,0,1
G-1291,WC-1986,M-1986-39,T-09,P-79755,55',55,0,second half,0,0
G-1292,WC-1986,M-1986-39,T-09,P-12950,79',79,0,second half,0,0
G-1293,WC-1986,M-1986-39,T-09,P-90635,83',83,0,second half,0,1
G-1294,WC-1986,M-1986-40,T-03,P-12666,42',42,0,first half,0,0
G-1295,WC-1986,M-1986-41,T-30,P-08939,15',15,0,first half,0,0
G-1296,WC-1986,M-1986-41,T-30,P-22982,57',57,0,second half,0,0
G-1297,WC-1986,M-1986-42,T-86,P-49502,87',87,0,second half,0,0
G-1298,WC-1986,M-1986-43,T-28,P-36651,31',31,0,first half,0,0
G-1299,WC-1986,M-1986-43,T-28,P-18335,56',56,0,second half,0,0
G-1300,WC-1986,M-1986-43,T-28,P-36651,73',73,0,second half,0,0
G-1301,WC-1986,M-1986-44,T-22,P-21213,33',33,0,first half,0,1
G-1302,WC-1986,M-1986-44,T-73,P-12940,43',43,0,first half,0,0
G-1303,WC-1986,M-1986-44,T-73,P-12940,56',56,0,second half,0,0
G-1304,WC-1986,M-1986-44,T-73,P-93792,68',68,0,second half,0,1
G-1305,WC-1986,M-1986-44,T-73,P-12940,80',80,0,second half,0,0
G-1306,WC-1986,M-1986-44,T-73,P-12940,88',88,0,second half,0,1
G-1307,WC-1986,M-1986-45,T-09,P-90635,17',17,0,first half,0,0
G-1308,WC-1986,M-1986-45,T-30,P-08939,40',40,0,first half,0,0
G-1309,WC-1986,M-1986-47,T-03,P-80404,51',51,0,second half,0,0
G-1310,WC-1986,M-1986-47,T-03,P-80404,55',55,0,second half,0,0
G-1311,WC-1986,M-1986-47,T-28,P-36651,81',81,0,second half,0,0
G-1312,WC-1986,M-1986-48,T-06,P-25456,35',35,0,first half,0,0
G-1313,WC-1986,M-1986-48,T-73,P-32414,85',85,0,second half,0,0
